Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Dup_v1	Dup_v2	Merge_v1	Merge_v2	MA_gaps_v1	MA_gaps_v2	MA_extra_v1	MA_extra_v2	MA_conserv_v1	MA_conserv_v2
25	no	no	0.1	0.12	-0.01	-0.01	1.0	1.0	0.25	0.0	0.04	0.0	0.76	0.9
-13	yes	no	0.18	0.13	0.0	0.0	1.0	1.0	0.03	0.03	0.0	0.06	0.99	1.0
-12	yes	no	0.32	0.25	-0.02	-0.04	1.0	1.0	0.06	0.1	0.0	0.01	1.0	0.96
0	no	no	0.1	0.09	0.0	0.0	1.0	1.0	0.26	0.34	0.03	0.03	1.0	0.91
50	no	yes	0.01	0.34	0.0	0.0	1.0	1.0	0.43	0.03	0.0	0.0	0.64	1.0
0	no	no	0.03	0.04	0.0	0.0	1.0	1.0	0.03	0.01	0.0	0.0	0.96	1.0
25	no	no	0.0	0.01	0.0	0.0	1.0	1.0	0.75	0.2	0.0	0.0	0.22	0.82
0	yes	yes	0.26	0.48	-0.46	-0.49	1.0	1.0	0.0	0.0	0.02	0.0	0.98	1.0
0	yes	yes	0.26	0.4	-0.03	0.0	1.0	1.0	0.03	0.0	0.04	0.0	0.99	1.0
0	no	no	0.02	0.01	0.0	0.0	1.0	1.0	0.01	0.01	0.09	0.09	1.0	1.0
0	yes	yes	0.26	0.31	0.01	-0.01	1.0	1.0	0.01	0.0	0.0	0.0	0.92	1.0
0	yes	yes	0.46	0.46	-0.09	-0.1	1.0	1.0	0.03	0.03	0.01	0.01	1.0	1.0
12	no	yes	0.38	0.24	0.0	-0.01	1.0	1.0	0.06	0.18	0.0	0.05	0.99	0.99
25	no	yes	0.12	0.26	0.0	0.0	1.0	1.0	0.04	0.01	0.05	0.05	0.97	1.0
0	yes	yes	0.45	0.41	-0.43	-0.37	1.0	1.0	0.02	0.09	0.03	0.03	1.0	1.0
0	no	no	0.08	0.09	0.0	-0.04	1.0	1.0	0.04	0.04	0.01	0.02	1.0	1.0
0	yes	yes	0.33	0.49	-0.02	-0.21	1.0	1.0	0.06	0.0	0.0	0.0	1.0	1.0
0	no	no	0.0	0.05	0.0	0.0	1.0	1.0	0.59	0.35	0.0	0.01	0.81	1.0
0	yes	yes	0.22	0.48	0.0	0.0	1.0	1.0	0.04	0.0	0.0	0.0	0.98	0.98
-25	yes	no	0.5	0.07	0.04	-0.04	1.0	1.0	0.01	0.01	0.0	0.14	1.0	1.0
50	no	yes	0.19	0.44	0.0	0.0	1.0	1.0	0.44	0.02	0.0	0.0	0.53	0.97
25	no	yes	0.32	0.07	-0.32	-0.45	1.0	1.0	0.24	0.08	0.01	0.01	0.99	0.95
0	no	no	0.18	0.15	-0.07	-0.14	1.0	1.0	0.04	0.05	0.0	0.0	1.0	1.0
0	yes	yes	0.5	0.48	0.0	0.0	1.0	1.0	0.03	0.02	0.0	0.0	0.96	0.9
0	no	no	0.01	0.08	0.01	0.06	1.0	1.0	0.1	0.01	0.0	0.09	1.0	0.96
0	yes	yes	0.44	0.38	0.0	0.0	1.0	1.0	0.04	0.04	0.0	0.0	1.0	1.0
-12	yes	no	0.45	0.3	-0.03	0.0	1.0	1.0	0.04	0.01	0.03	0.0	1.0	0.97
-25	yes	no	0.22	0.1	-0.08	0.0	1.0	1.0	0.12	0.23	0.01	0.01	0.66	0.79
38	no	yes	0.11	0.03	0.51	-0.69	0.13	0.01	0.75	0.04	0.04	0.06	1.0	1.0
0	yes	yes	0.44	0.43	0.0	0.0	1.0	1.0	0.05	0.02	0.01	0.0	0.98	1.0
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.16	0.15	0.01	0.0	0.93	1.0
0	no	no	0.18	0.2	0.03	0.0	1.0	1.0	0.19	0.2	0.01	0.02	0.88	0.87
0	yes	yes	0.44	0.45	-0.04	-0.17	1.0	1.0	0.1	0.04	0.01	0.01	1.0	1.0
25	no	no	0.0	0.14	0.0	0.0	1.0	1.0	0.28	0.01	0.0	0.02	0.92	0.9
-25	yes	no	0.47	0.04	0.0	0.0	1.0	1.0	0.03	0.06	0.01	0.0	1.0	1.0
-25	yes	yes	0.07	0.19	0.0	0.05	1.0	0.5	0.1	0.01	0.0	0.0	1.0	0.75
0	no	no	0.08	0.11	0.04	0.03	1.0	1.0	0.01	0.01	0.0	0.0	0.99	1.0
-12	yes	yes	0.42	0.14	0.0	-0.75	1.0	1.0	0.09	0.05	0.04	0.05	0.88	1.0
-50	yes	no	0.23	0.01	-0.22	-0.06	1.0	1.0	0.04	0.27	0.0	0.03	0.94	0.69
0	no	no	0.37	0.32	0.13	0.28	1.0	1.0	0.02	0.07	0.01	0.0	1.0	1.0
0	yes	yes	0.44	0.49	0.01	0.0	1.0	1.0	0.08	0.07	0.04	0.03	1.0	0.99
0	no	no	0.07	0.16	0.0	0.0	1.0	1.0	0.05	0.02	0.0	0.04	1.0	1.0
-25	yes	no	0.47	0.08	-0.31	-0.51	1.0	1.0	0.07	0.12	0.01	0.03	1.0	0.98
0	yes	yes	0.04	0.18	0.0	0.0	1.0	1.0	0.0	0.03	0.01	0.01	0.99	1.0
-12	yes	no	0.46	0.36	0.0	-0.01	1.0	1.0	0.06	0.1	0.02	0.01	0.97	1.0
-38	no	no	0.21	0.04	0.0	0.0	1.0	1.0	0.0	0.21	0.0	0.0	0.97	0.94
0	no	no	0.33	0.38	0.0	0.0	1.0	1.0	0.13	0.08	0.0	0.02	0.96	1.0
-12	yes	no	0.32	0.28	-0.01	-0.03	1.0	1.0	0.07	0.03	0.01	0.01	0.99	0.99
-12	yes	yes	0.34	0.05	0.0	-0.01	1.0	1.0	0.0	0.19	0.01	0.01	1.0	0.92
0	no	no	0.19	0.18	0.0	0.0	1.0	1.0	0.0	0.0	0.04	0.05	0.99	0.99
-38	yes	no	0.03	0.09	0.0	0.0	0.13	0.01	0.14	0.12	0.0	0.0	0.8	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.71	0.58	0.0	0.02	0.35	0.41
0	yes	yes	0.36	0.23	-0.46	-0.45	1.0	1.0	0.12	0.05	0.02	0.01	0.99	0.87
0	yes	yes	0.34	0.45	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
12	yes	yes	0.06	0.47	0.0	0.0	1.0	1.0	0.13	0.02	0.0	0.0	0.99	0.99
25	no	yes	0.19	0.47	-0.04	0.06	1.0	1.0	0.09	0.01	0.03	0.0	1.0	1.0
13	no	yes	0.07	0.18	0.2	0.19	1.0	1.0	0.03	0.03	0.07	0.0	1.0	1.0
0	yes	yes	0.37	0.38	-0.06	0.0	1.0	1.0	0.05	0.06	0.01	0.0	1.0	0.85
25	no	yes	0.0	0.44	0.0	0.0	1.0	1.0	0.58	0.06	0.0	0.02	0.95	0.51
25	no	yes	0.13	0.31	0.0	0.0	1.0	1.0	0.1	0.01	0.0	0.01	0.92	0.91
-12	yes	no	0.23	0.21	0.0	0.0	1.0	1.0	0.0	0.2	0.07	0.01	1.0	1.0
-25	yes	no	0.48	0.03	-7.21	0.0	1.0	1.0	0.01	0.08	0.01	0.0	1.0	0.97
0	yes	yes	0.29	0.27	0.0	0.0	1.0	1.0	0.03	0.04	0.0	0.0	0.99	1.0
0	yes	yes	0.35	0.29	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.89	0.87
25	no	no	0.0	0.11	0.0	0.0	1.0	1.0	0.55	0.0	0.0	0.0	0.49	0.96
25	no	yes	0.01	0.42	0.0	-0.04	1.0	1.0	0.13	0.0	0.0	0.0	0.9	1.0
0	no	no	0.04	0.04	0.99	1.06	1.0	1.0	0.43	0.43	0.0	0.0	1.0	1.0
0	yes	yes	0.32	0.29	0.0	0.0	1.0	1.0	0.02	0.04	0.0	0.0	0.96	0.98
-25	yes	no	0.2	0.13	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.02	0.99	1.0
25	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.3	0.08	0.0	0.15	0.89	1.0
0	yes	yes	0.08	0.1	-0.03	-0.01	1.0	1.0	0.0	0.0	0.0	0.0	0.95	0.94
-25	no	no	0.44	0.43	0.0	0.0	1.0	1.0	0.06	0.29	0.0	0.17	0.98	0.86
-12	yes	no	0.49	0.41	0.0	0.0	1.0	1.0	0.01	0.02	0.0	0.0	1.0	0.98
-13	yes	no	0.04	0.04	0.0	0.0	1.0	1.0	0.01	0.0	0.01	0.02	1.0	1.0
0	no	no	0.06	0.01	0.0	0.0	1.0	1.0	0.18	0.39	0.01	0.01	0.79	0.94
50	no	yes	0.07	0.31	0.0	0.0	1.0	1.0	0.14	0.0	0.0	0.0	0.6	0.98
0	yes	yes	0.41	0.41	-0.1	-0.07	1.0	1.0	0.01	0.03	0.0	0.0	0.85	0.87
-13	no	no	0.33	0.16	0.0	0.0	0.13	0.13	0.14	0.2	0.0	0.0	0.87	0.95
0	no	no	0.24	0.31	0.0	0.0	1.0	1.0	0.13	0.08	0.09	0.02	1.0	1.0
-12	yes	yes	0.3	0.17	0.0	0.0	1.0	1.0	0.01	0.03	0.0	0.01	1.0	0.96
0	yes	yes	0.47	0.46	0.28	0.12	1.0	1.0	0.03	0.02	0.0	0.0	1.0	1.0
0	no	no	0.05	0.06	0.0	0.0	1.0	1.0	0.06	0.06	0.03	0.03	1.0	1.0
50	no	yes	0.05	0.46	0.0	0.0	1.0	1.0	0.82	0.01	0.0	0.01	1.0	1.0
0	no	no	0.17	0.02	0.0	-2.22	1.0	1.0	0.11	0.02	0.0	0.03	0.97	1.0
-12	yes	no	0.25	0.21	-0.33	-0.15	1.0	1.0	0.18	0.45	0.01	0.02	0.72	1.0
12	no	yes	0.22	0.41	0.0	0.0	1.0	1.0	0.03	0.01	0.01	0.02	1.0	0.95
12	no	yes	0.28	0.36	0.0	-0.01	1.0	1.0	0.14	0.04	0.0	0.01	0.99	0.99
12	yes	no	0.03	0.2	-0.03	0.0	1.0	1.0	0.47	0.17	0.01	0.02	1.0	1.0
0	yes	yes	0.43	0.44	0.0	0.0	1.0	1.0	0.02	0.02	0.0	0.0	1.0	0.96
25	no	yes	0.1	0.35	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.02	0.97	1.0
-12	yes	yes	0.43	0.16	-0.16	0.0	1.0	1.0	0.01	0.01	0.03	0.08	1.0	1.0
50	no	yes	0.09	0.24	0.74	0.0	1.0	1.0	0.02	0.19	0.02	0.0	1.0	1.0
-38	yes	no	0.16	0.02	0.01	0.0	1.0	1.0	0.0	0.63	0.01	0.0	1.0	1.0
0	yes	yes	0.13	0.13	0.0	0.0	1.0	1.0	0.01	0.01	0.01	0.01	1.0	0.87
50	no	yes	0.0	0.37	0.0	0.0	1.0	1.0	0.26	0.0	0.0	0.0	0.92	1.0
0	no	no	0.36	0.42	-0.03	-0.03	1.0	1.0	0.06	0.03	0.0	0.04	0.97	1.0
0	yes	yes	0.4	0.41	0.0	0.0	1.0	1.0	0.01	0.04	0.01	0.01	0.98	0.97
25	no	no	0.04	0.19	0.0	0.0	1.0	1.0	0.56	0.13	0.0	0.01	0.8	0.95
-50	yes	no	0.34	0.01	0.0	0.0	1.0	1.0	0.04	0.54	0.01	0.0	1.0	0.38
25	no	yes	0.17	0.23	0.0	0.0	1.0	1.0	0.03	0.0	0.0	0.0	0.92	1.0
0	yes	yes	0.3	0.41	0.03	0.0	1.0	1.0	0.04	0.05	0.04	0.0	1.0	0.97
25	no	yes	0.13	0.37	0.0	-0.01	1.0	1.0	0.2	0.0	0.0	0.0	1.0	1.0
0	yes	yes	0.2	0.32	0.0	0.0	1.0	1.0	0.03	0.02	0.0	0.0	1.0	1.0
-12	yes	no	0.44	0.44	0.0	0.0	1.0	1.0	0.02	0.02	0.01	0.03	1.0	1.0
-25	no	no	0.02	0.01	0.0	0.01	1.0	1.0	0.09	0.24	0.0	0.0	0.94	0.52
0	yes	yes	0.47	0.42	-0.01	-0.01	1.0	1.0	0.0	0.0	0.0	0.02	0.98	1.0
-12	yes	no	0.37	0.4	0.0	0.0	1.0	1.0	0.07	0.04	0.0	0.01	0.98	1.0
0	yes	yes	0.35	0.47	-0.15	0.0	1.0	1.0	0.0	0.0	0.03	0.0	0.99	0.99
25	no	yes	0.03	0.39	0.0	0.0	1.0	1.0	0.05	0.02	0.0	0.0	0.89	1.0
0	yes	yes	0.37	0.34	0.0	0.08	1.0	1.0	0.01	0.02	0.0	0.02	0.82	1.0
-25	yes	yes	0.27	0.32	-0.01	0.0	1.0	1.0	0.01	0.73	0.0	0.0	0.89	0.91
25	no	no	0.02	0.07	0.0	0.0	1.0	1.0	0.24	0.09	0.0	0.05	0.86	0.98
0	no	no	0.02	0.01	0.0	0.0	1.0	1.0	0.27	0.26	0.0	0.0	0.98	1.0
25	no	no	0.07	0.09	0.0	0.0	1.0	1.0	0.13	0.14	0.01	0.0	0.51	1.0
0	no	yes	0.21	0.13	0.0	0.0	1.0	1.0	0.14	0.06	0.01	0.02	0.83	0.93
25	no	yes	0.19	0.36	0.0	0.0	1.0	1.0	0.06	0.01	0.0	0.01	0.95	1.0
-12	no	yes	0.02	0.09	0.0	0.0	1.0	1.0	0.08	0.15	0.04	0.0	0.97	0.55
-25	yes	no	0.21	0.13	0.0	0.0	1.0	1.0	0.14	0.03	0.0	0.0	1.0	1.0
-12	yes	yes	0.47	0.15	-0.09	0.01	1.0	1.0	0.01	0.04	0.01	0.0	1.0	0.99
12	no	yes	0.29	0.37	-0.51	0.0	1.0	1.0	0.1	0.18	0.01	0.01	0.99	0.96
0	yes	yes	0.44	0.48	-0.54	-0.51	1.0	1.0	0.14	0.17	0.0	0.02	0.99	0.99
25	no	yes	0.02	0.45	0.0	0.02	1.0	1.0	0.2	0.0	0.01	0.0	0.9	1.0
50	no	yes	0.07	0.48	-0.06	-0.0	1.0	1.0	0.37	0.07	0.0	0.0	1.0	1.0
-25	yes	no	0.47	0.08	0.0	0.0	1.0	1.0	0.04	0.05	0.03	0.0	0.93	0.9
13	no	no	0.01	0.34	0.0	0.0	1.0	1.0	0.11	0.12	0.0	0.0	0.97	1.0
13	yes	yes	0.39	0.11	0.61	1.7	1.0	1.0	0.01	0.01	0.0	0.02	1.0	1.0
0	yes	yes	0.28	0.34	0.0	0.0	1.0	1.0	0.0	0.01	0.0	0.0	0.92	0.87
12	yes	yes	0.11	0.26	-0.4	-0.33	1.0	1.0	0.01	0.02	0.0	0.07	1.0	0.99
0	yes	yes	0.32	0.47	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.96	1.0
0	no	no	0.19	0.1	0.0	0.0	1.0	1.0	0.17	0.14	0.03	0.12	0.77	0.79
50	no	yes	0.06	0.37	0.0	0.0	1.0	1.0	0.24	0.01	0.06	0.0	0.84	1.0
0	no	no	0.12	0.13	-0.46	-1.01	1.0	1.0	0.41	0.39	0.03	0.0	1.0	1.0
0	yes	yes	0.09	0.11	0.04	0.03	1.0	1.0	0.05	0.04	0.01	0.02	0.99	1.0
-13	no	no	0.21	0.16	-0.05	-0.06	1.0	1.0	0.02	0.02	0.13	0.14	1.0	1.0
12	no	yes	0.34	0.3	0.0	0.0	1.0	1.0	0.51	0.5	0.05	0.05	1.0	1.0
0	yes	yes	0.47	0.35	0.0	-0.0	1.0	1.0	0.06	0.01	0.01	0.0	0.96	0.9
38	no	yes	0.0	0.17	0.0	0.0	1.0	1.0	0.38	0.02	0.0	0.04	0.75	1.0
0	no	no	0.06	0.0	0.0	0.0	1.0	1.0	0.29	0.62	0.03	0.0	0.74	0.67
0	no	no	0.18	0.19	0.0	0.02	1.0	1.0	0.08	0.06	0.0	0.07	0.99	1.0
0	no	no	0.01	0.02	0.0	0.0	1.0	1.0	0.16	0.14	0.0	0.01	0.99	1.0
13	no	no	0.07	0.35	-0.12	0.0	1.0	1.0	0.01	0.02	0.07	0.01	1.0	0.87
13	no	no	0.01	0.27	0.0	0.0	1.0	1.0	0.17	0.03	0.0	0.01	1.0	0.98
-13	no	no	0.2	0.18	0.0	0.0	1.0	1.0	0.13	0.07	0.02	0.01	0.94	1.0
0	no	no	0.07	0.03	-0.05	0.0	1.0	1.0	0.14	0.24	0.01	0.0	0.8	0.87
38	no	yes	0.0	0.14	0.0	0.0	1.0	1.0	0.28	0.02	0.0	0.14	0.97	1.0
0	no	no	0.26	0.31	-0.0	-0.0	1.0	1.0	0.14	0.03	0.04	0.01	1.0	1.0
0	yes	yes	0.22	0.26	0.0	0.0	1.0	1.0	0.0	0.06	0.0	0.01	1.0	1.0
0	yes	yes	0.17	0.17	0.56	0.56	1.0	1.0	0.0	0.0	0.0	0.01	1.0	1.0
25	no	yes	0.19	0.3	-0.29	-0.27	1.0	1.0	0.0	0.0	0.03	0.0	1.0	1.0
25	no	no	0.13	0.15	0.0	0.0	1.0	1.0	0.21	0.17	0.01	0.01	1.0	1.0
-12	yes	yes	0.48	0.09	-0.05	-0.09	1.0	1.0	0.07	0.02	0.03	0.01	1.0	1.0
12	no	yes	0.4	0.45	0.07	0.05	1.0	1.0	0.02	0.02	0.0	0.0	1.0	1.0
-12	yes	yes	0.23	0.13	0.0	0.0	1.0	1.0	0.29	0.3	0.01	0.02	0.89	0.94
-12	yes	no	0.37	0.41	0.0	0.0	1.0	1.0	0.04	0.04	0.0	0.0	0.94	0.97
50	no	yes	0.01	0.4	0.0	-0.3	1.0	1.0	0.28	0.13	0.0	0.01	0.99	0.99
0	yes	yes	0.29	0.49	-4.37	-7.46	1.0	1.0	0.02	0.05	0.06	0.01	1.0	1.0
0	yes	yes	0.29	0.4	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.01	1.0	1.0
50	no	yes	0.01	0.33	0.0	-0.95	1.0	1.0	0.32	0.03	0.0	0.0	0.93	0.98
0	yes	yes	0.43	0.4	-0.16	-0.16	1.0	1.0	0.12	0.08	0.0	0.0	1.0	1.0
0	no	no	0.23	0.21	-0.38	-0.39	1.0	1.0	0.16	0.03	0.0	0.0	1.0	1.0
13	no	no	0.01	0.33	0.09	0.18	1.0	1.0	0.52	0.29	0.0	0.01	0.59	1.0
12	no	yes	0.28	0.38	0.0	-0.02	1.0	1.0	0.03	0.03	0.0	0.03	0.95	1.0
-38	yes	no	0.17	0.04	0.0	0.0	1.0	1.0	0.02	0.35	0.0	0.02	0.93	0.81
25	no	no	0.04	0.02	-0.17	0.16	1.0	1.0	0.22	0.2	0.0	0.0	1.0	1.0
25	no	no	0.01	0.03	0.0	-0.03	1.0	1.0	0.83	0.01	0.0	0.0	0.28	1.0
50	no	yes	0.03	0.34	0.0	0.0	1.0	1.0	0.31	0.01	0.0	0.0	0.83	0.97
0	no	no	0.23	0.22	0.0	0.0	1.0	1.0	0.08	0.01	0.0	0.01	1.0	0.99
-25	no	no	0.03	0.01	0.0	0.0	1.0	1.0	0.11	0.03	0.13	0.43	0.88	1.0
12	no	yes	0.28	0.38	0.0	0.0	1.0	1.0	0.02	0.01	0.02	0.05	0.99	1.0
12	yes	yes	0.19	0.31	0.0	0.0	1.0	1.0	0.02	0.04	0.0	0.0	0.99	0.96
38	no	yes	0.17	0.09	0.0	-0.01	1.0	1.0	0.25	0.03	0.01	0.03	0.96	1.0
0	no	no	0.22	0.21	0.0	0.0	1.0	1.0	0.07	0.07	0.0	0.0	0.99	0.97
-25	yes	yes	0.43	0.42	0.0	0.0	1.0	1.0	0.02	0.42	0.06	0.01	1.0	1.0
0	yes	yes	0.27	0.33	0.0	0.0	1.0	1.0	0.04	0.06	0.0	0.01	0.97	0.94
12	no	yes	0.28	0.4	0.0	0.01	1.0	1.0	0.04	0.0	0.0	0.0	1.0	1.0
0	no	no	0.0	0.01	0.01	0.02	1.0	1.0	0.23	0.44	0.0	0.0	1.0	0.51
25	no	no	0.01	0.07	0.0	0.0	1.0	1.0	0.19	0.0	0.0	0.0	0.75	1.0
0	no	no	0.01	0.14	0.58	0.12	1.0	1.0	0.11	0.61	0.0	0.01	0.86	1.0
0	no	yes	0.25	0.15	0.0	0.0	1.0	1.0	0.2	0.02	0.06	0.04	0.92	1.0
0	yes	yes	0.21	0.26	-0.02	-0.01	1.0	1.0	0.01	0.0	0.0	0.0	1.0	0.87
0	no	no	0.03	0.01	0.0	0.0	0.5	1.0	0.14	0.4	0.01	0.0	0.7	0.61
50	no	yes	0.03	0.48	0.0	0.0	1.0	1.0	0.38	0.0	0.0	0.0	0.69	0.99
0	no	no	0.25	0.26	0.0	0.0	1.0	1.0	0.07	0.09	0.01	0.01	1.0	1.0
12	no	yes	0.27	0.39	0.0	0.0	1.0	1.0	0.07	0.03	0.0	0.0	0.94	0.98
12	no	yes	0.26	0.32	0.03	0.07	1.0	1.0	0.08	0.0	0.0	0.0	1.0	1.0
-12	yes	no	0.22	0.22	-0.02	-0.02	1.0	1.0	0.01	0.0	0.0	0.01	1.0	1.0
0	no	no	0.07	0.09	0.0	0.0	1.0	1.0	0.02	0.01	0.04	0.04	1.0	1.0
25	no	no	0.33	0.44	-0.0	0.0	0.01	1.0	0.39	0.44	0.01	0.0	0.97	0.93
0	yes	yes	0.33	0.41	0.0	0.0	1.0	1.0	0.01	0.02	0.0	0.0	1.0	1.0
-12	yes	no	0.46	0.49	-0.06	-0.06	1.0	1.0	0.04	0.06	0.0	0.01	0.97	1.0
38	no	yes	0.01	0.19	0.0	0.1	1.0	1.0	0.57	0.04	0.0	0.0	0.98	1.0
25	no	yes	0.02	0.32	0.0	0.24	1.0	1.0	0.34	0.33	0.01	0.18	0.97	1.0
25	no	yes	0.01	0.31	-0.68	0.0	1.0	1.0	0.46	0.35	0.0	0.0	0.5	1.0
0	yes	yes	0.4	0.37	-0.02	-0.02	1.0	1.0	0.1	0.1	0.0	0.01	1.0	1.0
-12	yes	no	0.32	0.23	-0.49	-0.35	1.0	1.0	0.05	0.08	0.0	0.0	0.95	0.91
0	yes	yes	0.14	0.15	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.71	0.73	0.0	0.0	0.29	0.27
0	yes	yes	0.1	0.1	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.02	1.0	1.0
0	yes	yes	0.45	0.47	0.0	0.0	1.0	1.0	0.04	0.01	0.0	0.0	1.0	0.89
25	no	yes	0.13	0.37	-0.24	-0.07	1.0	1.0	0.02	0.02	0.12	0.02	1.0	1.0
-38	no	no	0.25	0.1	0.0	0.0	1.0	1.0	0.01	0.57	0.0	0.0	1.0	0.96
0	yes	yes	0.48	0.46	-0.92	0.15	1.0	1.0	0.0	0.19	0.0	0.0	1.0	0.84
0	no	no	0.22	0.22	-0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.99	0.99
0	yes	yes	0.46	0.44	0.22	0.0	1.0	1.0	0.04	0.08	0.0	0.02	1.0	1.0
0	no	no	0.07	0.06	0.0	0.0	1.0	1.0	0.32	0.47	0.0	0.0	1.0	1.0
0	no	no	0.18	0.06	-0.16	-0.09	1.0	1.0	0.0	0.0	0.06	0.13	1.0	1.0
0	yes	yes	0.33	0.34	0.0	0.0	1.0	1.0	0.0	0.01	0.0	0.0	1.0	1.0
50	no	yes	0.01	0.3	0.0	0.0	1.0	1.0	0.52	0.01	0.0	0.01	1.0	1.0
-13	yes	no	0.19	0.15	-0.83	-0.96	1.0	1.0	0.05	0.11	0.01	0.01	1.0	0.88
0	yes	yes	0.41	0.43	0.0	-0.01	1.0	1.0	0.01	0.0	0.01	0.0	1.0	1.0
0	yes	yes	0.48	0.48	-0.08	-0.08	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
0	yes	yes	0.37	0.4	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
25	no	no	0.0	0.02	0.0	0.0	0.25	1.0	0.27	0.04	0.01	0.0	0.79	0.91
50	no	yes	0.0	0.46	0.01	-0.01	1.0	1.0	0.53	0.02	0.01	0.02	0.7	0.87
0	no	no	0.12	0.13	0.08	0.08	1.0	1.0	0.11	0.15	0.0	0.04	1.0	1.0
50	no	yes	0.03	0.47	0.0	0.0	1.0	1.0	0.62	0.02	0.0	0.0	0.89	0.98
0	no	no	0.01	0.01	0.08	0.07	1.0	1.0	0.87	0.88	0.0	0.0	1.0	1.0
0	yes	yes	0.19	0.2	0.0	0.0	1.0	1.0	0.18	0.17	0.0	0.0	1.0	1.0
0	yes	yes	0.24	0.25	0.0	0.0	1.0	1.0	0.01	0.06	0.03	0.01	1.0	1.0
0	yes	yes	0.44	0.41	0.0	0.0	1.0	1.0	0.05	0.05	0.0	0.0	0.98	0.98
0	no	no	0.03	0.03	-0.04	-0.03	1.0	1.0	0.27	0.27	0.0	0.0	0.71	1.0
0	no	no	0.1	0.11	0.0	0.0	1.0	1.0	0.03	0.03	0.06	0.04	1.0	1.0
0	no	no	0.31	0.29	0.0	0.0	1.0	1.0	0.0	0.02	0.0	0.0	0.98	0.98
12	yes	yes	0.2	0.21	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.0	1.0	0.88
12	yes	yes	0.18	0.28	-0.04	-0.03	1.0	1.0	0.06	0.02	0.0	0.01	0.98	1.0
50	no	yes	0.04	0.49	0.0	0.0	1.0	1.0	0.29	0.0	0.0	0.0	0.82	1.0
-38	yes	no	0.02	0.03	0.0	0.0	1.0	1.0	0.02	0.28	0.02	0.0	1.0	0.98
25	no	yes	0.15	0.47	0.0	0.0	1.0	1.0	0.17	0.09	0.02	0.01	0.99	1.0
12	yes	yes	0.04	0.34	0.0	0.01	1.0	1.0	0.84	0.02	0.0	0.01	0.66	0.67
0	no	no	0.0	0.0	0.28	0.0	1.0	1.0	0.16	0.13	0.0	0.0	0.89	1.0
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.19	0.18	0.0	0.0	0.78	0.77
12	no	yes	0.36	0.33	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.0	0.98	0.98
-13	yes	no	0.13	0.13	-0.06	-0.04	1.0	1.0	0.01	0.01	0.0	0.0	1.0	1.0
12	no	yes	0.25	0.48	0.0	0.0	1.0	1.0	0.08	0.05	0.0	0.01	1.0	1.0
12	no	yes	0.39	0.36	-0.01	-0.0	1.0	1.0	0.0	0.0	0.07	0.0	1.0	0.98
0	yes	yes	0.08	0.09	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
-12	yes	yes	0.27	0.13	-0.45	-0.15	1.0	1.0	0.11	0.17	0.0	0.13	1.0	0.98
38	no	yes	0.03	0.16	0.0	0.0	1.0	1.0	0.72	0.01	0.0	0.0	0.3	0.97
25	no	yes	0.02	0.36	0.0	0.0	1.0	1.0	0.2	0.01	0.0	0.0	0.92	1.0
25	no	no	0.0	0.06	0.0	0.0	1.0	1.0	0.29	0.05	0.01	0.01	0.64	0.85
12	no	yes	0.4	0.28	0.01	0.0	1.0	1.0	0.07	0.01	0.0	0.01	0.98	0.98
0	no	no	0.18	0.18	-1.16	-0.86	1.0	1.0	0.11	0.07	0.0	0.01	0.99	1.0
38	no	yes	0.0	0.12	0.0	0.0	1.0	1.0	0.32	0.0	0.0	0.0	0.56	1.0
0	no	no	0.41	0.23	0.0	0.0	1.0	1.0	0.0	0.0	0.08	0.0	1.0	1.0
0	yes	no	0.29	0.04	0.57	-0.01	1.0	1.0	0.06	0.11	0.0	0.14	1.0	1.0
0	yes	yes	0.4	0.41	0.0	0.0	1.0	1.0	0.12	0.01	0.01	0.01	0.99	0.96
0	no	no	0.13	0.19	0.0	0.0	1.0	1.0	0.02	0.02	0.02	0.02	1.0	1.0
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.08	0.12	0.0	0.0	1.0	1.0
